stock_symbol,date,close_price,daily_return,annualized_return,annualized_volatility,sharpe_ratio,investment_status
AAPL,2020-07-15,95.22,0.687322,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-16,94.05,-1.22873,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-17,93.86,-0.20202,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-20,95.84,2.10952,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-21,94.52,-1.3773,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-22,94.78,0.275074,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-23,90.47,-4.54737,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-24,90.25,-0.243175,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-27,92.38,2.36011,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-28,90.87,-1.63455,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-29,92.61,1.91482,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-30,93.73,1.20937,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-07-31,103.54,10.4662,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-03,106.15,2.52077,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-04,106.86,0.668865,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-05,107.25,0.364964,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-06,110.99,3.48718,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-07,108.46,-2.27948,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-10,110.04,1.45676,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-11,106.77,-2.97165,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-12,110.32,3.3249,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-13,112.27,1.76759,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-14,112.17,-0.089071,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-17,111.88,-0.258536,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-18,112.81,0.831248,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-19,112.95,0.124102,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-20,115.46,2.22222,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-21,121.41,5.1533,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-24,122.86,1.1943,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-25,121.85,-0.822074,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-26,123.51,1.36233,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-27,122.03,-1.19828,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-28,121.83,-0.163894,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-08-31,125.97,3.39818,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-01,130.98,3.97714,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-02,128.27,-2.06902,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-03,118.0,-8.00655,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-04,118.08,0.067797,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-08,110.13,-6.73272,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-09,114.52,3.9862,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-10,110.79,-3.25707,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-11,109.33,-1.31781,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-14,112.61,3.00009,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-15,112.79,0.159844,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-16,109.46,-2.95239,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-17,107.71,-1.59876,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-18,104.29,-3.17519,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-21,107.46,3.0396,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-22,109.15,1.57268,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-23,104.57,-4.19606,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-24,105.64,1.02324,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-25,109.6,3.74858,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-28,112.22,2.39051,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-29,111.37,-0.757441,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-09-30,113.05,1.50848,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-01,114.01,0.849182,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-02,110.33,-3.22779,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-05,113.72,3.0726,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-06,110.46,-2.86669,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-07,112.34,1.70197,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-08,112.23,-0.097917,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-09,114.18,1.7375,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-12,121.44,6.35838,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-13,118.21,-2.65975,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-14,118.3,0.076136,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-15,117.83,-0.397295,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-16,116.18,-1.40032,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-19,113.22,-2.54777,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-20,114.71,1.31602,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-21,114.09,-0.540493,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-22,112.99,-0.964151,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-23,112.3,-0.610674,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-26,112.31,0.008905,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-27,113.82,1.34449,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-28,108.55,-4.63012,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-29,112.57,3.70336,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-10-30,106.27,-5.59652,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-02,106.18,-0.08469,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-03,107.81,1.53513,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-04,112.21,4.08125,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-05,116.19,3.54692,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-06,116.06,-0.111886,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-09,113.74,-1.99897,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-10,113.4,-0.298927,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-11,116.84,3.03351,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-12,116.57,-0.231085,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-13,116.62,0.042893,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-16,117.64,0.874636,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-17,116.75,-0.756545,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-18,115.42,-1.13919,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-19,116.01,0.511177,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-20,114.74,-1.09473,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-23,111.33,-2.97194,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-24,112.62,1.15872,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-25,113.46,0.745871,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-27,114.01,0.484752,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-11-30,116.41,2.10508,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-01,120.0,3.08393,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-02,120.35,0.291667,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-03,120.22,-0.108018,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-04,119.54,-0.56563,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-07,121.01,1.22971,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-08,121.63,0.512354,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-09,119.08,-2.09652,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-10,120.51,1.20087,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-11,119.7,-0.672143,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-14,119.08,-0.517962,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-15,125.05,5.01344,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-16,124.98,-0.055978,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-17,125.85,0.696111,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-18,123.86,-1.58125,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-21,125.39,1.23527,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-22,128.96,2.84712,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-23,128.06,-0.697891,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-24,129.05,0.773075,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-28,133.66,3.57226,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-29,131.88,-1.33174,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-30,130.76,-0.849257,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2020-12-31,129.75,-0.772407,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-04,126.54,-2.47399,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-05,128.11,1.24071,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-06,123.8,-3.3643,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-07,128.02,3.40872,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-08,129.13,0.867052,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-11,126.12,-2.33098,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-12,125.95,-0.134792,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-13,127.99,1.61969,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-14,126.06,-1.50793,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-15,124.32,-1.3803,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-19,125.0,0.546976,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-20,129.11,3.288,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-21,133.84,3.66354,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-22,135.99,1.6064,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-25,139.76,2.77226,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-26,139.99,0.164568,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-27,138.91,-0.771484,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-28,134.05,-3.49867,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-01-29,129.04,-3.73741,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-01,131.17,1.65065,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-02,132.0,0.632767,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-03,130.97,-0.780303,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-04,134.35,2.58074,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-05,133.93,-0.312616,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-08,134.08,0.111999,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-09,133.2,-0.656325,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-10,132.59,-0.457958,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-11,132.34,-0.188551,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-12,132.57,0.173795,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-16,130.44,-1.6067,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-17,128.13,-1.77093,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-18,127.03,-0.858503,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-19,127.18,0.118082,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-22,123.39,-2.98003,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-23,123.26,-0.105357,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-24,122.76,-0.405647,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-25,118.49,-3.47833,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-02-26,118.75,0.219428,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-01,125.15,5.38947,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-02,122.53,-2.09349,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-03,119.54,-2.44022,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-04,117.65,-1.58106,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-05,118.91,1.07097,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-08,113.95,-4.17122,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-09,118.59,4.07196,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-10,117.5,-0.919133,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-11,119.44,1.65106,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-12,118.53,-0.761889,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-15,121.43,2.44664,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-16,122.97,1.26822,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-17,122.18,-0.642433,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-18,118.04,-3.38844,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-19,117.51,-0.449,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-22,120.84,2.8338,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-23,120.01,-0.686859,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-24,117.61,-1.99983,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-25,118.1,0.416631,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-26,118.7,0.508044,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-29,118.88,0.151643,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-30,117.42,-1.22813,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-03-31,119.62,1.87362,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-01,120.46,0.702224,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-05,123.3,2.35763,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-06,123.6,0.243309,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-07,125.25,1.33495,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-08,127.66,1.92415,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-09,130.25,2.02883,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-12,128.53,-1.32054,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-13,131.65,2.42745,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-14,129.3,-1.78504,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-15,131.72,1.87162,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-16,131.39,-0.250531,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-19,132.05,0.502321,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-20,130.36,-1.27982,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-21,130.74,0.2915,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-22,129.21,-1.17026,0.2726,0.317838,0.756989,Moderate Risk
AAPL,2021-04-23,131.54,1.80327,0.2726,0.317838,0.756989,Moderate Risk
